age,workclass,education,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,nativecountry,incomeUSD
37,Self-emp-not-inc,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,15,United-States,37407
62,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,70,United-States,33605
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,157098
35,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,112904
44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,68,United-States,47984
41,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,121028
36,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,46270
26,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,45,United-States,49804
48,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,56243
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,28,United-States,38396
39,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,54700
38,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,64848
44,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,136118
56,Private,10th,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,30,Japan,192842
25,Private,9th,5,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,32057
32,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,40359
47,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,193007
26,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,42943
31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,60,United-States,156418
23,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,36228
41,Federal-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,113149
55,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,25,United-States,37530
23,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,25,United-States,35617
45,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,87029
42,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,39347
29,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,15,United-States,22855
48,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,27495
36,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,21655
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,192687
46,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,32680
34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,47796
27,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,Germany,43348
18,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,26099
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,24,United-States,29121
42,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,33619
64,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,30573
36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,164482
20,?,11th,7,Never-married,?,Own-child,Black,Female,20,United-States,21233
52,Self-emp-inc,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,174822
44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,93324
53,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,78844
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,159010
27,Private,Bachelors,13,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,40,United-States,48195
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,39326
60,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,24004
41,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,132877
64,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,92608
25,Private,1st-4th,2,Never-married,Other-service,Other-relative,White,Male,25,El-Salvador,29700
63,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,South-Africa-Africa,42965
54,Local-gov,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,30354
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,49742
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,Poland,48013
63,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,30708
37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,30,United-States,35162
22,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,35,United-States,48154
54,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,48094
54,Private,10th,6,Divorced,Other-service,Unmarried,White,Female,40,United-States,30181
60,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,31446
19,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,30038
25,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,26774
51,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,38427
47,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,31629
44,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Own-child,White,Male,50,United-States,32959
18,?,Some-college,10,Never-married,?,Own-child,White,Female,30,United-States,28007
57,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,57,United-States,22295
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,34,United-States,40162
36,State-gov,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,20,United-States,24339
33,?,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,38,United-States,37908
39,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,21576
49,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,United-States,162349
41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,China,39049
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,United-States,24219
40,Self-emp-inc,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,40,United-States,24513
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,26292
25,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,37,United-States,20489
25,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,36,United-States,190117
37,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,156372
53,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,50788
34,Self-emp-not-inc,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,29293
22,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,40,?,38509
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,20,United-States,26346
52,?,Masters,14,Married-civ-spouse,?,Wife,White,Female,40,United-States,97314
45,Private,HS-grad,9,Divorced,Sales,Unmarried,Black,Male,40,United-States,22037
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,28443
33,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,46098
45,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,28187
43,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,98339
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,26653
41,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,United-States,165138
25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,48190
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,32,United-States,21828
52,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,45,United-States,26278
45,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Puerto-Rico,54163
32,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,44102
26,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,20,United-States,32211
24,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,43041
37,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,27199
49,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,25656
43,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,49158
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,42228
37,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,192461
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,20,United-States,41970
48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,168315
40,?,Masters,14,Divorced,?,Own-child,White,Female,55,United-States,34585
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,34401
35,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,123351
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,15,United-States,43500
54,Private,10th,6,Divorced,Other-service,Not-in-family,White,Male,70,United-States,24356
40,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,41738
51,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,Black,Female,40,United-States,29028
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,35565
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,8,United-States,32951
20,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,47476
21,Private,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States,31258
21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,29743
43,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,44,United-States,33193
36,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,162152
65,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,123674
48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,163329
37,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,60,Iran,172273
20,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,27684
41,State-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,41185
55,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,31985
39,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,20342
41,Federal-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,117711
80,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,24,United-States,49996
59,State-gov,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,41248
52,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,188015
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,186425
56,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,50,United-States,48664
69,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,20,United-States,42422
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,69114
33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,30530
28,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,94901
49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,99996
51,Local-gov,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,United-States,26413
42,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,32,United-States,39529
66,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,13,United-States,26936
44,Private,Assoc-voc,11,Separated,Craft-repair,Other-relative,White,Male,48,United-States,97865
26,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,36998
43,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,34779
28,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,27237
25,?,Bachelors,13,Never-married,?,Own-child,White,Female,30,United-States,29055
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,8,United-States,46995
52,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,138234
34,?,HS-grad,9,Separated,?,Own-child,White,Female,8,United-States,28231
24,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,31912
41,?,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,30,United-States,45206
65,Private,Some-college,10,Widowed,Sales,Other-relative,White,Female,45,United-States,49094
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,68382
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,30,United-States,29396
43,Private,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,45,Mexico,37378
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,England,158024
48,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,154560
50,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,54612
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,25,United-States,45516
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,38785
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,36,Haiti,44930
50,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,33063
49,State-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,80,United-States,161182
34,Private,Bachelors,13,Never-married,Sales,Unmarried,Black,Male,45,?,21944
70,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,122833
39,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,39037
44,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,34090
32,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,128073
40,Private,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,49,United-States,46230
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,67946
21,?,Some-college,10,Never-married,?,Own-child,White,Male,20,United-States,40579
40,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,52,Japan,126750
47,Private,11th,7,Divorced,Craft-repair,Own-child,White,Male,8,United-States,37359
19,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,26210
22,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,16,United-States,41572
20,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,16,United-States,42094
46,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,25,United-States,180759
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,184484
17,Private,10th,6,Never-married,Prof-specialty,Own-child,Other,Female,15,United-States,20145
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,29932
28,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,23229
20,?,Some-college,10,Never-married,?,Own-child,White,Male,25,United-States,42320
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,47564
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,24002
44,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,157252
26,Self-emp-not-inc,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,40,United-States,38178
47,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,186613
24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,49949
58,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,115512
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,35402
38,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,142872
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,20294
33,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,45655
23,?,Some-college,10,Never-married,?,Own-child,White,Female,32,United-States,35957
40,Private,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,43246
47,Local-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,33992
41,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,36028
38,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,41999
50,Private,7th-8th,4,Divorced,Other-service,Other-relative,White,Female,40,United-States,27686
45,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,Black,Male,40,United-States,25220
65,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,40,Italy,98080
33,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,41575
34,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,21325
65,Private,Masters,14,Divorced,Sales,Not-in-family,White,Male,28,United-States,44611
24,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,39,United-States,40557
26,Private,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,28564
55,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,46609
66,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,8,Cuba,27980
43,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,45350
37,Private,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,44930
22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,31809
21,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,20495
69,?,Prof-school,15,Married-civ-spouse,?,Wife,White,Female,25,?,31659
27,Private,Masters,14,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,33586
48,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,124932
24,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,22952
18,Never-worked,11th,7,Never-married,?,Own-child,White,Female,10,United-States,29298
53,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,30,United-States,29772
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,42092
60,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,137233
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,60,United-States,46601
39,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,39294
45,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,146091
76,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,28707
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,30,United-States,23207
34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,Jamaica,148285
54,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,45794
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,22964
44,Local-gov,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,45393
27,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,46508
23,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,35025
37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,22218
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,134136
21,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,46425
37,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,England,191025
63,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,38336
35,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,44237
47,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,56,?,44358
41,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,22905
50,Self-emp-not-inc,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,60,Vietnam,42878
26,Self-emp-inc,HS-grad,9,Never-married,Sales,Own-child,White,Male,50,United-States,28658
36,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,42,United-States,145168
47,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Scotland,104080
51,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,50,United-States,27308
41,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Other,Female,40,United-States,29036
40,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,188463
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,29208
37,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,121358
40,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,30547
56,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,49853
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,31316
28,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,United-States,21477
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,21157
19,Self-emp-not-inc,11th,7,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,49332
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,48685
42,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,44,United-States,165599
47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,109115
31,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,31009
61,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,138298
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,41585
26,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,161968
58,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,182750
35,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,31907
35,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,47273
29,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,22363
40,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,88305
33,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,97582
38,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,38883
50,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,50,United-States,24531
66,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,78785
36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,57575
33,Private,11th,7,Never-married,Sales,Not-in-family,White,Female,40,United-States,34210
55,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,186726
46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,27710
36,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,49347
41,?,12th,8,Divorced,?,Not-in-family,White,Female,40,Canada,23138
30,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,32,United-States,34509
29,Private,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,42,England,32910
60,?,Some-college,10,Widowed,?,Not-in-family,Black,Female,40,United-States,22862
24,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,48,United-States,37583
42,Self-emp-not-inc,Some-college,10,Separated,Other-service,Unmarried,Black,Female,50,United-States,20380
26,Private,HS-grad,9,Separated,Exec-managerial,Own-child,White,Female,40,United-States,48083
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,40792
27,Private,5th-6th,3,Never-married,Farming-fishing,Unmarried,White,Male,48,Guatemala,34494
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,28225
23,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,38112
60,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,150753
49,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,23472
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,45574
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,28250
48,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,22658
70,Self-emp-inc,9th,5,Divorced,Sales,Not-in-family,White,Male,45,United-States,49799
44,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,55,United-States,37351
58,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,34537
41,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,40,Jamaica,25469
